Name,API Name,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
A1 Medium,a1.medium,2 GiB,1 vCPUs,EBS only,Up to 10 Gigabit,$0.0321 hourly / vCPU,$0.0202 hourly / vCPU,$0.0321 hourly / vCPU,unavailable,unavailable
A1 Large,a1.large,4 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.0321 hourly / vCPU,$0.0202 hourly / vCPU,$0.0321 hourly / vCPU,unavailable,unavailable
A1 Extra Large,a1.xlarge,8 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.0321 hourly / vCPU,$0.0202 hourly / vCPU,$0.0321 hourly / vCPU,unavailable,unavailable
A1 Double Extra Large,a1.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.0321 hourly / vCPU,$0.0202 hourly / vCPU,$0.0321 hourly / vCPU,unavailable,unavailable
A1 Quadruple Extra Large,a1.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.0321 hourly / vCPU,$0.0202 hourly / vCPU,$0.0321 hourly / vCPU,unavailable,unavailable
A1 Metal,a1.metal,32 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.0321 hourly / vCPU,$0.0203 hourly / vCPU,$0.0321 hourly / vCPU,unavailable,unavailable
C1 High-CPU Medium,c1.medium,1.7 GiB,2 vCPUs,350 GB HDD,Moderate,$0.079 hourly / vCPU,$0.06 hourly / vCPU,$0.0241 hourly / vCPU,$0.129 hourly / vCPU,$0.104 hourly / vCPU
C1 High-CPU Extra Large,c1.xlarge,7 GiB,8 vCPUs,1680 GB (4×420 GB HDD),High,$0.079 hourly / vCPU,$0.06 hourly / vCPU,$0.0193 hourly / vCPU,$0.129 hourly / vCPU,$0.104 hourly / vCPU
C3 High-CPU Large,c3.large,3.75 GiB,2 vCPUs,32 GB (2×16 GB SSD),Moderate,$0.064 hourly / vCPU,$0.0485 hourly / vCPU,$0.0224 hourly / vCPU,$0.1155 hourly / vCPU,$0.0935 hourly / vCPU
C3 High-CPU Extra Large,c3.xlarge,7.5 GiB,4 vCPUs,80 GB (2×40 GB SSD),Moderate,$0.0638 hourly / vCPU,$0.0485 hourly / vCPU,$0.0231 hourly / vCPU,$0.1155 hourly / vCPU,$0.0935 hourly / vCPU
C3 High-CPU Double Extra Large,c3.2xlarge,15 GiB,8 vCPUs,160 GB (2×80 GB SSD),High,$0.0639 hourly / vCPU,$0.0485 hourly / vCPU,$0.0298 hourly / vCPU,$0.1156 hourly / vCPU,$0.093 hourly / vCPU
C3 High-CPU Quadruple Extra Large,c3.4xlarge,30 GiB,16 vCPUs,320 GB (2×160 GB SSD),High,$0.0638 hourly / vCPU,$0.0485 hourly / vCPU,$0.0237 hourly / vCPU,$0.1156 hourly / vCPU,$0.0931 hourly / vCPU
C3 High-CPU Eight Extra Large,c3.8xlarge,60 GiB,32 vCPUs,640 GB (2×320 GB SSD),10 Gigabit,$0.0638 hourly / vCPU,$0.0485 hourly / vCPU,$0.0242 hourly / vCPU,$0.1156 hourly / vCPU,$0.0931 hourly / vCPU
C4 High-CPU Large,c4.large,3.75 GiB,2 vCPUs,EBS only,Moderate,$0.063 hourly / vCPU,$0.045 hourly / vCPU,$0.0198 hourly / vCPU,$0.109 hourly / vCPU,$0.091 hourly / vCPU
C4 High-CPU Extra Large,c4.xlarge,7.5 GiB,4 vCPUs,EBS only,High,$0.063 hourly / vCPU,$0.0453 hourly / vCPU,$0.0235 hourly / vCPU,$0.109 hourly / vCPU,$0.0913 hourly / vCPU
C4 High-CPU Double Extra Large,c4.2xlarge,15 GiB,8 vCPUs,EBS only,High,$0.063 hourly / vCPU,$0.0451 hourly / vCPU,$0.0238 hourly / vCPU,$0.109 hourly / vCPU,$0.0911 hourly / vCPU
C4 High-CPU Quadruple Extra Large,c4.4xlarge,30 GiB,16 vCPUs,EBS only,High,$0.063 hourly / vCPU,$0.0451 hourly / vCPU,$0.0206 hourly / vCPU,$0.109 hourly / vCPU,$0.0911 hourly / vCPU
C4 High-CPU Eight Extra Large,c4.8xlarge,60 GiB,36 vCPUs,EBS only,10 Gigabit,$0.056 hourly / vCPU,$0.0401 hourly / vCPU,$0.0182 hourly / vCPU,$0.102 hourly / vCPU,$0.0861 hourly / vCPU
C5 High-CPU Large,c5.large,4 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.0535 hourly / vCPU,$0.0335 hourly / vCPU,$0.0194 hourly / vCPU,$0.0995 hourly / vCPU,$0.0795 hourly / vCPU
C5 High-CPU Extra Large,c5.xlarge,8 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.0535 hourly / vCPU,$0.0338 hourly / vCPU,$0.0181 hourly / vCPU,$0.0995 hourly / vCPU,$0.0798 hourly / vCPU
C5 High-CPU Double Extra Large,c5.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.0535 hourly / vCPU,$0.0338 hourly / vCPU,$0.0205 hourly / vCPU,$0.0995 hourly / vCPU,$0.0798 hourly / vCPU
C5 High-CPU Quadruple Extra Large,c5.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.0535 hourly / vCPU,$0.0337 hourly / vCPU,$0.0141 hourly / vCPU,$0.0995 hourly / vCPU,$0.0797 hourly / vCPU
C5 High-CPU 9xlarge,c5.9xlarge,72 GiB,36 vCPUs,EBS only,12 Gigabit,$0.0535 hourly / vCPU,$0.0337 hourly / vCPU,$0.0162 hourly / vCPU,$0.0995 hourly / vCPU,$0.0797 hourly / vCPU
C5 High-CPU 12xlarge Extra Large,c5.12xlarge,96 GiB,48 vCPUs,EBS only,12 Gigabit,$0.0535 hourly / vCPU,$0.0337 hourly / vCPU,$0.0152 hourly / vCPU,$0.0995 hourly / vCPU,$0.0797 hourly / vCPU
C5 High-CPU 18xlarge,c5.18xlarge,144 GiB,72 vCPUs,EBS only,25 Gigabit,$0.0535 hourly / vCPU,$0.0337 hourly / vCPU,$0.0129 hourly / vCPU,$0.0995 hourly / vCPU,$0.0797 hourly / vCPU
C5 High-CPU 24xlarge,c5.24xlarge,192 GiB,96 vCPUs,EBS only,25 Gigabit,$0.0535 hourly / vCPU,$0.0337 hourly / vCPU,$0.015 hourly / vCPU,$0.0995 hourly / vCPU,$0.0797 hourly / vCPU
C5 High-CPU Metal,c5.metal,192 GiB,96 vCPUs,EBS only,25 Gigabit,$0.0535 hourly / vCPU,$0.0337 hourly / vCPU,$0.0137 hourly / vCPU,$0.0995 hourly / vCPU,$0.0797 hourly / vCPU
C5A Large,c5a.large,4 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.048 hourly / vCPU,$0.03 hourly / vCPU,$0.0166 hourly / vCPU,$0.094 hourly / vCPU,$0.076 hourly / vCPU
C5A Extra Large,c5a.xlarge,8 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.048 hourly / vCPU,$0.0303 hourly / vCPU,$0.0205 hourly / vCPU,$0.094 hourly / vCPU,$0.0763 hourly / vCPU
C5A Double Extra Large,c5a.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.048 hourly / vCPU,$0.0303 hourly / vCPU,$0.0206 hourly / vCPU,$0.094 hourly / vCPU,$0.0763 hourly / vCPU
C5A Quadruple Extra Large,c5a.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.048 hourly / vCPU,$0.0303 hourly / vCPU,$0.0177 hourly / vCPU,$0.094 hourly / vCPU,$0.0763 hourly / vCPU
C5A Eight Extra Large,c5a.8xlarge,64 GiB,32 vCPUs,EBS only,10 Gigabit,$0.048 hourly / vCPU,$0.0303 hourly / vCPU,$0.0145 hourly / vCPU,$0.094 hourly / vCPU,$0.0763 hourly / vCPU
C5A 12xlarge Extra Large,c5a.12xlarge,96 GiB,48 vCPUs,EBS only,12 Gigabit,$0.048 hourly / vCPU,$0.0303 hourly / vCPU,$0.0142 hourly / vCPU,$0.094 hourly / vCPU,$0.0763 hourly / vCPU
C5A 16xlarge Extra Large,c5a.16xlarge,128 GiB,64 vCPUs,EBS only,20 Gigabit,$0.048 hourly / vCPU,$0.0302 hourly / vCPU,$0.0155 hourly / vCPU,$0.094 hourly / vCPU,$0.0762 hourly / vCPU
C5A 24xlarge,c5a.24xlarge,192 GiB,96 vCPUs,EBS only,20 Gigabit,$0.048 hourly / vCPU,$0.0302 hourly / vCPU,$0.0144 hourly / vCPU,$0.094 hourly / vCPU,$0.0762 hourly / vCPU
C5AD Large,c5ad.large,4 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD Extra Large,c5ad.xlarge,8 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD Double Extra Large,c5ad.2xlarge,16 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD Quadruple Extra Large,c5ad.4xlarge,32 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD Eight Extra Large,c5ad.8xlarge,64 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),10 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD 12xlarge Extra Large,c5ad.12xlarge,96 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),12 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD 16xlarge Extra Large,c5ad.16xlarge,128 GiB,64 vCPUs,2400 GB (2×1200 GB NVMe SSD),20 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5AD 24xlarge,c5ad.24xlarge,192 GiB,96 vCPUs,3800 GB (2×1900 GB NVMe SSD),20 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C5 High-CPU Large,c5d.large,4 GiB,2 vCPUs,50 GB NVMe SSD,Up to 10 Gigabit,$0.061 hourly / vCPU,$0.0385 hourly / vCPU,$0.025 hourly / vCPU,$0.107 hourly / vCPU,$0.0845 hourly / vCPU
C5 High-CPU Extra Large,c5d.xlarge,8 GiB,4 vCPUs,100 GB NVMe SSD,Up to 10 Gigabit,$0.061 hourly / vCPU,$0.0385 hourly / vCPU,$0.0232 hourly / vCPU,$0.107 hourly / vCPU,$0.0845 hourly / vCPU
C5 High-CPU Double Extra Large,c5d.2xlarge,16 GiB,8 vCPUs,200 GB NVMe SSD,Up to 10 Gigabit,$0.061 hourly / vCPU,$0.0384 hourly / vCPU,$0.026 hourly / vCPU,$0.107 hourly / vCPU,$0.0844 hourly / vCPU
C5 High-CPU Quadruple Extra Large,c5d.4xlarge,32 GiB,16 vCPUs,400 GB NVMe SSD,Up to 10 Gigabit,$0.061 hourly / vCPU,$0.0384 hourly / vCPU,$0.0193 hourly / vCPU,$0.107 hourly / vCPU,$0.0844 hourly / vCPU
C5 High-CPU 9xlarge,c5d.9xlarge,72 GiB,36 vCPUs,900 GB NVMe SSD,12 Gigabit,$0.061 hourly / vCPU,$0.0384 hourly / vCPU,$0.0206 hourly / vCPU,$0.107 hourly / vCPU,$0.0844 hourly / vCPU
C5 High-CPU 12xlarge Extra Large,c5d.12xlarge,96 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),12 Gigabit,$0.061 hourly / vCPU,$0.0384 hourly / vCPU,$0.0166 hourly / vCPU,$0.107 hourly / vCPU,$0.0844 hourly / vCPU
C5 High-CPU 18xlarge,c5d.18xlarge,144 GiB,72 vCPUs,1800 GB (2×900 GB NVMe SSD),25 Gigabit,$0.061 hourly / vCPU,$0.0384 hourly / vCPU,$0.0141 hourly / vCPU,$0.107 hourly / vCPU,$0.0844 hourly / vCPU
C5 High-CPU 24xlarge,c5d.24xlarge,192 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$0.061 hourly / vCPU,$0.0384 hourly / vCPU,$0.0178 hourly / vCPU,$0.107 hourly / vCPU,$0.0844 hourly / vCPU
C5 High-CPU Metal,c5d.metal,192 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$0.061 hourly / vCPU,$0.0384 hourly / vCPU,$0.0146 hourly / vCPU,$0.107 hourly / vCPU,$0.0844 hourly / vCPU
C5N Large,c5n.large,5.25 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.068 hourly / vCPU,$0.043 hourly / vCPU,$0.017 hourly / vCPU,$0.114 hourly / vCPU,$0.089 hourly / vCPU
C5N Extra Large,c5n.xlarge,10.5 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,$0.068 hourly / vCPU,$0.0428 hourly / vCPU,$0.0243 hourly / vCPU,$0.114 hourly / vCPU,$0.0888 hourly / vCPU
C5N Double Extra Large,c5n.2xlarge,21 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.068 hourly / vCPU,$0.0429 hourly / vCPU,$0.0226 hourly / vCPU,$0.114 hourly / vCPU,$0.0889 hourly / vCPU
C5N Quadruple Extra Large,c5n.4xlarge,42 GiB,16 vCPUs,EBS only,Up to 25 Gigabit,$0.068 hourly / vCPU,$0.0428 hourly / vCPU,$0.0168 hourly / vCPU,$0.114 hourly / vCPU,$0.0888 hourly / vCPU
C5N 9xlarge,c5n.9xlarge,96 GiB,36 vCPUs,EBS only,50 Gigabit,$0.068 hourly / vCPU,$0.0428 hourly / vCPU,$0.0208 hourly / vCPU,$0.114 hourly / vCPU,$0.0888 hourly / vCPU
C5N 18xlarge,c5n.18xlarge,192 GiB,72 vCPUs,EBS only,100 Gigabit,$0.068 hourly / vCPU,$0.0428 hourly / vCPU,$0.0174 hourly / vCPU,$0.114 hourly / vCPU,$0.0888 hourly / vCPU
C5N Metal,c5n.metal,192 GiB,72 vCPUs,EBS only,100 Gigabit,$0.068 hourly / vCPU,$0.0428 hourly / vCPU,$0.0166 hourly / vCPU,$0.114 hourly / vCPU,$0.0888 hourly / vCPU
C6A Large,c6a.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0482 hourly / vCPU,$0.0318 hourly / vCPU,$0.0172 hourly / vCPU,$0.0942 hourly / vCPU,$0.0778 hourly / vCPU
C6A Extra Large,c6a.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0482 hourly / vCPU,$0.0318 hourly / vCPU,$0.019 hourly / vCPU,$0.0942 hourly / vCPU,$0.0318 hourly / vCPU
C6A Double Extra Large,c6a.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0482 hourly / vCPU,$0.0318 hourly / vCPU,$0.0198 hourly / vCPU,$0.0942 hourly / vCPU,$0.0778 hourly / vCPU
C6A Quadruple Extra Large,c6a.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0482 hourly / vCPU,$0.0318 hourly / vCPU,$0.0213 hourly / vCPU,$0.0942 hourly / vCPU,$0.0318 hourly / vCPU
C6A Eight Extra Large,c6a.8xlarge,64 GiB,32 vCPUs,EBS only,12.5 Gigabit,$0.0482 hourly / vCPU,$0.0318 hourly / vCPU,$0.0196 hourly / vCPU,$0.0942 hourly / vCPU,$0.0778 hourly / vCPU
C6A 12xlarge Extra Large,c6a.12xlarge,96 GiB,48 vCPUs,EBS only,18.75 Gigabit,$0.0482 hourly / vCPU,$0.0318 hourly / vCPU,$0.0148 hourly / vCPU,$0.0942 hourly / vCPU,$0.0318 hourly / vCPU
C6A 16xlarge Extra Large,c6a.16xlarge,128 GiB,64 vCPUs,EBS only,25 Gigabit,$0.0482 hourly / vCPU,$0.0318 hourly / vCPU,$0.0163 hourly / vCPU,$0.0942 hourly / vCPU,$0.0778 hourly / vCPU
C6A 24xlarge,c6a.24xlarge,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$0.0482 hourly / vCPU,$0.0318 hourly / vCPU,$0.0146 hourly / vCPU,$0.0942 hourly / vCPU,$0.0778 hourly / vCPU
C6A 32xlarge,c6a.32xlarge,256 GiB,128 vCPUs,EBS only,50 Gigabit,$0.0482 hourly / vCPU,$0.0318 hourly / vCPU,$0.0115 hourly / vCPU,$0.0942 hourly / vCPU,$0.0318 hourly / vCPU
C6A 48xlarge,c6a.48xlarge,384 GiB,192 vCPUs,EBS only,50 Gigabit,$0.0482 hourly / vCPU,$0.0318 hourly / vCPU,$0.0121 hourly / vCPU,$0.0942 hourly / vCPU,$0.0778 hourly / vCPU
C6A Metal,c6a.metal,384 GiB,192 vCPUs,EBS only,50 Gigabit,$0.0482 hourly / vCPU,$0.0318 hourly / vCPU,$0.0113 hourly / vCPU,$0.0942 hourly / vCPU,$0.0318 hourly / vCPU
C6G Medium,c6g.medium,2 GiB,1 vCPUs,EBS only,Up to 10 Gigabit,$0.0428 hourly / vCPU,$0.027 hourly / vCPU,$0.014 hourly / vCPU,unavailable,unavailable
C6G Large,c6g.large,4 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.0428 hourly / vCPU,$0.027 hourly / vCPU,$0.0132 hourly / vCPU,unavailable,unavailable
C6G Extra Large,c6g.xlarge,8 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.0428 hourly / vCPU,$0.027 hourly / vCPU,$0.0149 hourly / vCPU,unavailable,unavailable
C6G Double Extra Large,c6g.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.0428 hourly / vCPU,$0.027 hourly / vCPU,$0.0157 hourly / vCPU,unavailable,unavailable
C6G Quadruple Extra Large,c6g.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$0.0428 hourly / vCPU,$0.027 hourly / vCPU,$0.0138 hourly / vCPU,unavailable,unavailable
C6G Eight Extra Large,c6g.8xlarge,64 GiB,32 vCPUs,EBS only,12 Gigabit,$0.0428 hourly / vCPU,$0.027 hourly / vCPU,$0.0131 hourly / vCPU,unavailable,unavailable
C6G 12xlarge Extra Large,c6g.12xlarge,96 GiB,48 vCPUs,EBS only,20 Gigabit,$0.0428 hourly / vCPU,$0.027 hourly / vCPU,$0.0105 hourly / vCPU,unavailable,unavailable
C6G 16xlarge Extra Large,c6g.16xlarge,128 GiB,64 vCPUs,EBS only,25 Gigabit,$0.0428 hourly / vCPU,$0.027 hourly / vCPU,$0.0127 hourly / vCPU,unavailable,unavailable
C6G Metal,c6g.metal,128 GiB,64 vCPUs,EBS only,25 Gigabit,$0.0428 hourly / vCPU,$0.027 hourly / vCPU,$0.0117 hourly / vCPU,unavailable,unavailable
C6GD Medium,c6gd.medium,2 GiB,1 vCPUs,59 GB NVMe SSD,Up to 10 Gigabit,$0.049 hourly / vCPU,$0.031 hourly / vCPU,$0.0123 hourly / vCPU,unavailable,unavailable
C6GD Large,c6gd.large,4 GiB,2 vCPUs,118 GB NVMe SSD,Up to 10 Gigabit,$0.049 hourly / vCPU,$0.031 hourly / vCPU,$0.0179 hourly / vCPU,unavailable,unavailable
C6GD Extra Large,c6gd.xlarge,8 GiB,4 vCPUs,237 GB NVMe SSD,Up to 10 Gigabit,$0.049 hourly / vCPU,$0.031 hourly / vCPU,$0.015 hourly / vCPU,unavailable,unavailable
C6GD Double Extra Large,c6gd.2xlarge,16 GiB,8 vCPUs,474 GB NVMe SSD,Up to 10 Gigabit,$0.049 hourly / vCPU,$0.031 hourly / vCPU,$0.0115 hourly / vCPU,unavailable,unavailable
C6GD Quadruple Extra Large,c6gd.4xlarge,32 GiB,16 vCPUs,950 GB NVMe SSD,Up to 10 Gigabit,$0.049 hourly / vCPU,$0.031 hourly / vCPU,$0.014 hourly / vCPU,unavailable,unavailable
C6GD Eight Extra Large,c6gd.8xlarge,64 GiB,32 vCPUs,1900 GB NVMe SSD,12 Gigabit,$0.049 hourly / vCPU,$0.031 hourly / vCPU,$0.0133 hourly / vCPU,unavailable,unavailable
C6GD 12xlarge Extra Large,c6gd.12xlarge,96 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),20 Gigabit,$0.049 hourly / vCPU,$0.031 hourly / vCPU,$0.0121 hourly / vCPU,unavailable,unavailable
C6GD 16xlarge Extra Large,c6gd.16xlarge,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$0.049 hourly / vCPU,$0.031 hourly / vCPU,$0.0115 hourly / vCPU,unavailable,unavailable
C6GD Metal,c6gd.metal,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$0.049 hourly / vCPU,$0.031 hourly / vCPU,$0.012 hourly / vCPU,unavailable,unavailable
C6GN Medium,c6gn.medium,2 GiB,1 vCPUs,EBS only,Up to 16 Gigabit,$0.0545 hourly / vCPU,$0.0341 hourly / vCPU,$0.0138 hourly / vCPU,unavailable,unavailable
C6GN Large,c6gn.large,4 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,$0.0545 hourly / vCPU,$0.0341 hourly / vCPU,$0.0171 hourly / vCPU,unavailable,unavailable
C6GN Extra Large,c6gn.xlarge,8 GiB,4 vCPUs,EBS only,Up to 25 Gigabit,$0.0545 hourly / vCPU,$0.0341 hourly / vCPU,$0.0169 hourly / vCPU,unavailable,unavailable
C6GN Double Extra Large,c6gn.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.0545 hourly / vCPU,$0.0341 hourly / vCPU,$0.018 hourly / vCPU,unavailable,unavailable
C6GN Quadruple Extra Large,c6gn.4xlarge,32 GiB,16 vCPUs,EBS only,25 Gigabit,$0.0545 hourly / vCPU,$0.0341 hourly / vCPU,$0.0161 hourly / vCPU,unavailable,unavailable
C6GN Eight Extra Large,c6gn.8xlarge,64 GiB,32 vCPUs,EBS only,50 Gigabit,$0.0545 hourly / vCPU,$0.0341 hourly / vCPU,$0.0131 hourly / vCPU,unavailable,unavailable
C6GN 12xlarge Extra Large,c6gn.12xlarge,96 GiB,48 vCPUs,EBS only,75 Gigabit,$0.0545 hourly / vCPU,$0.0341 hourly / vCPU,$0.0136 hourly / vCPU,unavailable,unavailable
C6GN 16xlarge Extra Large,c6gn.16xlarge,128 GiB,64 vCPUs,EBS only,100 Gigabit,$0.0545 hourly / vCPU,$0.0341 hourly / vCPU,$0.0146 hourly / vCPU,unavailable,unavailable
C6GN Metal,c6gn.metal,128 GiB,64 vCPUs,EBS only,100 Gigabit,unavailable,unavailable,unavailable,unavailable,unavailable
C6I Large,c6i.large,4 GiB,2 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0535 hourly / vCPU,$0.0353 hourly / vCPU,$0.0168 hourly / vCPU,$0.0995 hourly / vCPU,$0.0353 hourly / vCPU
C6I Extra Large,c6i.xlarge,8 GiB,4 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0535 hourly / vCPU,$0.0353 hourly / vCPU,$0.0169 hourly / vCPU,$0.0995 hourly / vCPU,$0.0813 hourly / vCPU
C6I Double Extra Large,c6i.2xlarge,16 GiB,8 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0535 hourly / vCPU,$0.0353 hourly / vCPU,$0.0194 hourly / vCPU,$0.0995 hourly / vCPU,$0.0353 hourly / vCPU
C6I Quadruple Extra Large,c6i.4xlarge,32 GiB,16 vCPUs,EBS only,Up to 12.5 Gigabit,$0.0535 hourly / vCPU,$0.0353 hourly / vCPU,$0.0163 hourly / vCPU,$0.0995 hourly / vCPU,$0.0813 hourly / vCPU
C6I Eight Extra Large,c6i.8xlarge,64 GiB,32 vCPUs,EBS only,12.5 Gigabit,$0.0535 hourly / vCPU,$0.0353 hourly / vCPU,$0.0143 hourly / vCPU,$0.0995 hourly / vCPU,$0.0353 hourly / vCPU
C6I 12xlarge Extra Large,c6i.12xlarge,96 GiB,48 vCPUs,EBS only,18.75 Gigabit,$0.0535 hourly / vCPU,$0.0353 hourly / vCPU,$0.0161 hourly / vCPU,$0.0995 hourly / vCPU,$0.0813 hourly / vCPU
C6I 16xlarge Extra Large,c6i.16xlarge,128 GiB,64 vCPUs,EBS only,25 Gigabit,$0.0535 hourly / vCPU,$0.0353 hourly / vCPU,$0.0161 hourly / vCPU,$0.0995 hourly / vCPU,$0.0813 hourly / vCPU
C6I 24xlarge,c6i.24xlarge,192 GiB,96 vCPUs,EBS only,37.5 Gigabit,$0.0535 hourly / vCPU,$0.0353 hourly / vCPU,$0.0148 hourly / vCPU,$0.0995 hourly / vCPU,$0.0353 hourly / vCPU
C6I 32xlarge,c6i.32xlarge,256 GiB,128 vCPUs,EBS only,50 Gigabit,$0.0535 hourly / vCPU,$0.0353 hourly / vCPU,$0.0132 hourly / vCPU,$0.0995 hourly / vCPU,$0.0353 hourly / vCPU
C6I Metal,c6i.metal,256 GiB,128 vCPUs,EBS only,50 Gigabit,$0.0535 hourly / vCPU,$0.0353 hourly / vCPU,$0.0139 hourly / vCPU,$0.0995 hourly / vCPU,$0.0353 hourly / vCPU
C6ID Large,c6id.large,4 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,$0.0641 hourly / vCPU,$0.0422 hourly / vCPU,$0.0172 hourly / vCPU,$0.1101 hourly / vCPU,$0.0882 hourly / vCPU
C6ID Extra Large,c6id.xlarge,8 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,$0.0641 hourly / vCPU,$0.0422 hourly / vCPU,$0.0186 hourly / vCPU,$0.1101 hourly / vCPU,$0.0422 hourly / vCPU
C6ID Double Extra Large,c6id.2xlarge,16 GiB,8 vCPUs,474 GB NVMe SSD,Up to 12.5 Gigabit,$0.0641 hourly / vCPU,$0.0422 hourly / vCPU,$0.0276 hourly / vCPU,$0.1101 hourly / vCPU,$0.0882 hourly / vCPU
C6ID Quadruple Extra Large,c6id.4xlarge,32 GiB,16 vCPUs,950 GB NVMe SSD,Up to 12.5 Gigabit,$0.0641 hourly / vCPU,$0.0422 hourly / vCPU,$0.0208 hourly / vCPU,$0.1101 hourly / vCPU,$0.0882 hourly / vCPU
C6ID Eight Extra Large,c6id.8xlarge,64 GiB,32 vCPUs,1900 GB NVMe SSD,12.5 Gigabit,$0.0641 hourly / vCPU,$0.0422 hourly / vCPU,$0.0192 hourly / vCPU,$0.1101 hourly / vCPU,$0.0882 hourly / vCPU
C6ID 12xlarge Extra Large,c6id.12xlarge,96 GiB,48 vCPUs,2850 GB (2×1425 GB NVMe SSD),18.75 Gigabit,$0.0641 hourly / vCPU,$0.0422 hourly / vCPU,$0.0157 hourly / vCPU,$0.1101 hourly / vCPU,$0.0422 hourly / vCPU
C6ID 16xlarge Extra Large,c6id.16xlarge,128 GiB,64 vCPUs,3800 GB (2×1900 GB NVMe SSD),25 Gigabit,$0.0641 hourly / vCPU,$0.0422 hourly / vCPU,$0.0171 hourly / vCPU,$0.1101 hourly / vCPU,$0.0422 hourly / vCPU
C6ID 24xlarge,c6id.24xlarge,192 GiB,96 vCPUs,5700 GB (4×1425 GB NVMe SSD),37.5 Gigabit,$0.0641 hourly / vCPU,$0.0422 hourly / vCPU,$0.0159 hourly / vCPU,$0.1101 hourly / vCPU,$0.0422 hourly / vCPU
C6ID 32xlarge,c6id.32xlarge,256 GiB,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),50 Gigabit,$0.0641 hourly / vCPU,$0.0422 hourly / vCPU,$0.0155 hourly / vCPU,$0.1101 hourly / vCPU,$0.0422 hourly / vCPU
C6ID Metal,c6id.metal,256 GiB,128 vCPUs,7600 GB (4×1900 GB NVMe SSD),50 Gigabit,$0.0641 hourly / vCPU,$0.0422 hourly / vCPU,$0.0153 hourly / vCPU,$0.1101 hourly / vCPU,$0.0422 hourly / vCPU
